County,ProjectNam,ProjectDev,ProjectOwn,State,State_Coun,County__St,PopDensity,Household_,View_Score,Latitude,Longitude,Capacity,CurrentPha,TimelineDa,OnlyCancel,Artificial,OperatingD,PhaseHisto,field_15_1,field_16_1,field_17_1,field_18_1,field_19_1,field_20_1,field_21_1,field_22_1,field_23_1,field_24_1,field_25_1,field_26_1,field_27_1,field_28_1,field_29_1,field_30_1,field_31_1,field_32_1,lr_tif,H_L_W,Google_Sentiment,standard_dev,variance,Sign_Google,members_env,Canceled
Scott,WildcatFlatsWindProject,TradeWind Energy,TradeWind Energy,Kansas,Kansas - Scott County,"Scott County, Kansas",6.9,61886,26,38.6735,-100.9359,250,Canceled,937,Yes,No,No,Canceled:2/29/2016,Postponed:10/28/2015,Proposed:8/6/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,2133,1
Scurry,SnyderWindProject,Snyder Wind Project,Snyder Wind Project,Texas,Texas - Scurry County,"Scurry County, Texas",18.7,55661,37,32.7408,-100.7324,63,Operating,1474,No,No,No,Operating:12/1/2007,Under Const:9/25/2006,Proposed:11/18/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,32,0
Scurry,BrazosWindFarm,Brazos Wind,Brazos Wind,Texas,Texas - Scurry County,"Scurry County, Texas",18.7,55661,24,32.9574,-101.1276,160,Operating,252,No,No,No,Operating:12/31/2003,Under Const:7/10/2003,Proposed:4/23/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.4852941176470588,1.864234281984987,3.4753694581280805,Positive,32,0
Scurry,CanyonWind(TX),Canyon Wind,Tri Global Energy,Texas,Texas - Scurry County,"Scurry County, Texas",18.7,55661,24,32.5899,-100.9994,300,App Pending,1479,No,Yes,No,App Pending:3/31/2017,Proposed:10/14/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,32,0
Scurry,PostWindFarm,Post Wind,Post Wind,Texas,Texas - Scurry County,"Scurry County, Texas",18.7,55661,22,32.9672,-101.2193,84,Operating,114,No,No,No,Operating:4/15/2006,Under Const:3/22/2006,Proposed:12/22/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,32,0
Scurry,CampSpringsEnergyCenter,Scurry County Wind,Scurry County Wind II,Texas,Texas - Scurry County,"Scurry County, Texas",18.7,55661,81,32.765,-100.8245,130.5,Canceled,315,No,No,No,Canceled:12/31/2013,Postponed:12/6/2011,Operating:5/1/2008,Under Const:10/5/2007,Proposed:8/1/2007,Operating:6/1/2007,Testing:5/1/2007,Under Const:10/20/2006,Proposed:7/21/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,32,0
Scurry,DermottWind,Dermott Wind,Dermott Wind,Texas,Texas - Scurry County,"Scurry County, Texas",18.7,55661,91,32.6921,-100.8905,253,Operating,399,No,No,No,Operating:10/19/2017,Testing:6/9/2017,Under Const:12/31/2016,Proposed:9/15/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.7916666666666666,1.3611140947574414,1.8526315789473689,Positive,32,0
Searcy,StarMountainWind,Star Mountain Wind Project,Star Mountain Wind Project,Arkansas,Arkansas - Searcy County,"Searcy County, Arkansas",12.3,35542,53,35.8488,-92.667,150,Canceled,1746,Yes,No,No,Canceled:1/2/2015,Postponed:9/11/2012,Proposed:3/23/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,37,1
Seneca,EmersonWestWind,Apex Clean Energy,Apex Clean Energy,Ohio,Ohio - Seneca County,"Seneca County, Ohio",103,48415,140,41.1939,-82.9177,200,Proposed,563,No,Yes,No,Proposed:4/17/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0.34210526315789475,1.6470105276411924,2.712643678160919,Positive,498,0
Seneca,SenecaWindFarm,Exelon Wind,Exelon Wind,Ohio,Ohio - Seneca County,"Seneca County, Ohio",103,48415,146,41.0987,-82.9956,200,Proposed,862,No,Yes,No,Proposed:9/20/2018,Postponed:3/27/2017,Proposed:6/22/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.4230769230769231,1.5829345590332589,2.505681818181818,Positive,498,0
Seneca,SenecaCountyWindFarm,JW Great Lakes Wind,JW Great Lakes Wind,Ohio,Ohio - Seneca County,"Seneca County, Ohio",103,48415,159,41.0708,-83.3458,50,Canceled,1234,Yes,No,No,Canceled:8/30/2011,Postponed:12/16/2010,Proposed:4/13/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,498,1
Seneca,RepublicWind,Republic Wind,Republic Wind,Ohio,Ohio - Seneca County,"Seneca County, Ohio",103,48415,147,41.2021,-82.8926,200,Proposed,2184,No,Yes,No,Proposed:11/8/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0.3076923076923077,1.953482007601551,3.8160919540229865,Positive,498,0
Seward,SewardPublicPowerWindFarm,Bluestem Energy Solutions,Bluestem Energy Solutions,Nebraska,Nebraska - Seward County,"Seward County, Nebraska",29.3,61563,117,40.895,-97.188,1.7,Proposed,1050,No,Yes,No,Proposed:12/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,116,0
Seward,SewardCountyWindFarm,Seward Wind,Seward Wind,Nebraska,Nebraska - Seward County,"Seward County, Nebraska",29.3,61563,130,40.894,-97.017,2,Proposed,682,No,Yes,No,Proposed:12/19/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,116,0
Seward,SewardWindFarm,Seward Wind,Seward Wind,Nebraska,Nebraska - Seward County,"Seward County, Nebraska",29.3,61563,109,40.895,-97.195,1.7,Operating,759,No,No,No,Operating:12/31/2017,Proposed:12/3/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,116,0
Shackelford,HackberryWindProject,Hackberry Wind Project,Hackberry Wind Project,Texas,Texas - Shackelford County,"Shackelford County, Texas",3.7,50285,31,32.7889,-99.4506,166,Operating,499,No,No,No,Operating:1/15/2009,Testing:11/1/2008,Under Const:1/9/2008,Proposed:9/4/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.556390977443609,1.4866408477170983,2.2101010101010123,Positive,9,0
Shackelford,LoneStarWindFarm,Lone Star Wind Farm,Mesquite Wind Power,Texas,Texas - Shackelford County,"Shackelford County, Texas",3.7,50285,29,32.6116,-99.5279,200,Canceled,647,No,No,No,Canceled:2/28/2011,Operating:6/25/2008,Proposed:1/1/2008,Operating:9/30/2007,Under Const:5/1/2007,Canceled:3/27/2007,Under Const:7/26/2006,Proposed:12/22/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.7238805970149254,1.8522419942514234,3.4308004052684904,Positive,9,0
Shannon,PineRidgeWindFarm,Invenergy,Invenergy,South Dakota,South Dakota - Shannon County,"Shannon County, South Dakota",6.5,#N/A,0,43.3357,-102.2833,300,Canceled,1894,Yes,No,No,Canceled:12/17/2009,Feasibility:4/23/2007,Postponed:2/8/2007,Permitted:6/17/2005,Proposed:10/10/2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,46,1
Shelby,MattoonWindFarm,Navitas Energy,Navitas Energy,Illinois,Illinois - Shelby County,"Shelby County, Illinois",29.5,48572,55,39.426,-88.5749,80,Canceled,1670,Yes,No,No,Canceled:1/5/2009,Postponed:12/14/2005,Proposed:6/10/2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,4002,1
Sherman,ShermanCountyWindProject,ReNewable Energy Resources,ReNewable Energy Resources,Kansas,Kansas - Sherman County,"Sherman County, Kansas",5.7,47036,7,39.1955,-101.8888,3,Canceled,1775,Yes,No,No,Canceled:12/29/2009,Postponed:1/6/2008,Proposed:2/18/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,44,1
Sherman,ExelonWind6,Exelon Wind 6,Exelon Wind 6,Texas,Texas - Sherman County,"Sherman County, Texas",3.3,52969,36,36.4672,-101.8144,10,Operating,304,No,No,No,Operating:11/1/2006,Under Const:7/1/2006,Proposed:1/1/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,44,0
Sherman,GoodlandCityWindProject,ReNewable Energy Resources,ReNewable Energy Resources,Kansas,Kansas - Sherman County,"Sherman County, Kansas",5.7,47036,108,39.3132,-101.6913,3,Canceled,913,Yes,No,No,Canceled:8/27/2007,Proposed:2/25/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,44,1
Sherman,ExelonWind5,Exelon Wind 5,Exelon Wind 5,Texas,Texas - Sherman County,"Sherman County, Texas",3.3,52969,43,36.4455,-101.8688,10,Operating,3,No,No,No,Operating:10/4/2005,Proposed:10/1/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,44,0
Sherman,ShermanCountyWind(CPV),Competitive Power Ventures,Competitive Power Ventures,Kansas,Kansas - Sherman County,"Sherman County, Kansas",5.7,47036,104,39.2971,-101.7726,81,Canceled,493,Yes,No,No,Canceled:1/4/2008,Proposed:8/29/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,44,1
Sherman,GoodlandWind,Goodland Wind,Goodland Wind,Kansas,Kansas - Sherman County,"Sherman County, Kansas",5.7,47036,17,39.1679,-101.8413,81,Canceled,1275,Yes,No,No,Canceled:4/21/2012,Postponed:10/1/2009,Proposed:10/24/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,44,1
Sibley,WinthropWindFarm(MMPA),Minnesota Municipal Power Agency,Minnesota Municipal Power Agency,Minnesota,Minnesota - Sibley County,"Sibley County, Minnesota",25.9,59596,76,44.5429,-94.3662,0.16,Operating,1107,No,No,No,Operating:2/28/2010,Testing:12/31/2009,Under Const:10/10/2009,Proposed:2/17/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,62,0
Sibley,ArlingtonWindFarm(MMPA),Minnesota Municipal Power Agency,Minnesota Municipal Power Agency,Minnesota,Minnesota - Sibley County,"Sibley County, Minnesota",25.9,59596,67,44.608,-94.0803,0.16,Operating,1107,No,No,No,Operating:2/28/2010,Testing:12/31/2009,Under Const:10/10/2009,Proposed:2/17/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,62,0
St. Louis,TaconiteRidgeIEnergyCenter,ALLETE,ALLETE,Minnesota,Minnesota - St. Louis County,"St. Louis County, Minnesota",32,49395,86,47.5726,-92.5996,25,Operating,417,No,No,No,Operating:6/20/2008,Testing:6/11/2008,Under Const:9/30/2007,Permitted:9/6/2007,App Pending:5/29/2007,Proposed:4/30/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.6296296296296295,0.8193950514590741,0.6714082503556187,Positive,10747,0
Stanley,RushmoreWindFarm,Pacific Winds,Pacific Winds,South Dakota,South Dakota - Stanley County,"Stanley County, South Dakota",2.1,60046,10,44.567,-101.0514,99,Canceled,664,Yes,No,No,Canceled:2/24/2011,Postponed:2/15/2011,Proposed:5/1/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,13,1
Stark,DickinsonWindEnergyCenter,NextEra Energy Resources,NextEra Energy Resources,North Dakota,North Dakota - Stark County,"Stark County, North Dakota",18.1,76817,70,46.8901,-102.3009,150,Canceled,126,Yes,No,No,Canceled:2/29/2016,Proposed:5/14/2015,Canceled:5/6/2015,Proposed:12/31/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1902,1
Stark,BradyWindIIEnergyCenter,Brady Wind II,Brady Wind II,North Dakota,North Dakota - Stark County,"Stark County, North Dakota",18.1,76817,39,46.6337,-102.878,150,Operating,341,No,No,No,Operating:12/27/2016,Permitted:4/8/2016,Proposed:1/21/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,1.09375,1.2724180205607036,1.619047619047619,Positive,1902,0
Stark,BradyWind1Project,Brady Wind,Brady Wind,North Dakota,North Dakota - Stark County,"Stark County, North Dakota",18.1,76817,38,46.6462,-102.8593,150,Operating,383,No,No,No,Operating:11/21/2016,Permitted:12/31/2015,Proposed:11/4/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,1902,0
Stark,CampGroveWindFarm,enXco Service,Camp Grove Wind Farm,Illinois,Illinois - Stark County,"Stark County, Illinois",20.8,52058,80,41.0843,-89.6401,150,Operating,1054,No,No,No,Operating:12/31/2007,Under Const:4/2/2007,Permitted:11/11/2005,App Pending:10/15/2005,Proposed:2/10/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,1902,0
Stark,SunflowerWindProject,Sunflower Wind Project,Sunflower Wind Project,North Dakota,North Dakota - Stark County,"Stark County, North Dakota",18.1,76817,35,46.8256,-102.0479,104,Operating,1208,No,No,No,Operating:12/21/2016,Under Const:6/1/2016,Site Prep:1/30/2014,Proposed:8/31/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,1902,0
Stearns,PaynesvilleWind,Paynesville Wind,Paynesville Wind,Minnesota,Minnesota - Stearns County,"Stearns County, Minnesota",112.2,56977,82,45.4644,-94.7495,95,Canceled,1556,Yes,No,No,Canceled:1/22/2014,Permitted:11/22/2010,App Pending:2/4/2010,Proposed:10/19/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,824,1
Stearns,BlackOakWindFarm(MN),Black Oak Wind,Black Oak Wind,Minnesota,Minnesota - Stearns County,"Stearns County, Minnesota",112.2,56977,85,45.6491,-95.0475,78,Operating,2207,No,No,No,Operating:12/31/2016,Testing:11/1/2016,Under Const:3/21/2016,Permitted:12/7/2012,App Pending:10/11/2011,Proposed:12/16/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8412017167381974,1.798604765188397,3.2349791013584084,Positive,824,0
Stearns,GettyWindProject,Getty Wind Co,Getty Wind Co,Minnesota,Minnesota - Stearns County,"Stearns County, Minnesota",112.2,56977,108,45.6724,-94.9798,40,Operating,2396,No,No,No,Operating:12/31/2016,Under Const:7/6/2016,Permitted:12/7/2012,App Pending:10/11/2011,Proposed:6/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.7806451612903226,1.9068153294068177,3.635944700460831,Positive,824,0
Stearns,StNicholasWindFarm,Geronimo Wind Energy,Geronimo Wind Energy,Minnesota,Minnesota - Stearns County,"Stearns County, Minnesota",112.2,56977,77,45.4128,-94.3317,200,Canceled,1746,Yes,No,No,Canceled:12/31/2014,Postponed:12/31/2013,Proposed:3/21/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,824,1
Steele,MPowerOneWindFarm,M Power,M Power,North Dakota,North Dakota - Steele County,"Steele County, North Dakota",2.8,58603,50,47.4713,-97.8986,75.2,Canceled,835,Yes,No,No,Canceled:8/17/2015,Postponed:2/11/2015,Proposed:5/4/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,194,1
Steele,LuverneWindFarm,Otter Tail Power Co,Otter Tail Power Co,North Dakota,North Dakota - Steele County,"Steele County, North Dakota",2.8,58603,36,47.3315,-97.8985,49.5,Operating,717,No,No,No,Operating:9/1/2009,Under Const:5/1/2009,Permitted:10/30/2008,Proposed:9/15/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,194,0
Steele,DresselWind,Tom Dressel,Tom Dressel,Minnesota,Minnesota - Steele County,"Steele County, Minnesota",85.1,58141,60,44.2184,-93.1352,0.04,Operating,18,No,No,No,Operating:11/17/2008,Proposed:10/30/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,194,0
Steele,PembinaWindFarm,Pembina Wind Energy,Pembina Wind Energy,North Dakota,North Dakota - Steele County,"Steele County, North Dakota",2.8,58603,45,47.5118,-97.8379,65,Canceled,1747,Yes,No,No,Canceled:12/28/2009,Postponed:12/22/2008,Proposed:1/12/2007,Postponed:9/26/2006,Proposed:3/17/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,194,1
Steele,RembrandtWindFarm,Pacific Winds,Pacific Winds,North Dakota,North Dakota - Steele County,"Steele County, North Dakota",2.8,58603,29,47.2678,-98.2904,57,Canceled,1458,Yes,No,No,Canceled:3/29/2013,Postponed:12/26/2012,Proposed:4/1/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,194,1
Steele,OakGlenWindFarm,Oak Glen Wind Farm,Oak Glen Wind Farm,Minnesota,Minnesota - Steele County,"Steele County, Minnesota",85.1,58141,58,43.9157,-93.1308,43.5,Operating,701,No,No,No,Operating:11/1/2011,Under Const:5/23/2011,App Pending:2/11/2010,Proposed:11/30/2009,Feasibility:3/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.1363636363636365,1.1822270588653645,1.3976608187134498,Positive,194,0
Stephenson,LancasterFarm,Lancaster Wind Farm,Lancaster Wind Farm,Illinois,Illinois - Stephenson County,"Stephenson County, Illinois",84.5,45624,152,42.3477,-89.5613,80,Canceled,3331,Yes,No,No,Canceled:5/1/2012,Postponed:5/6/2011,Permitted:2/1/2011,Proposed:8/5/2009,Postponed:8/28/2008,Permitted:11/30/2006,Proposed:3/19/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,337,1
Stephenson,WhisperingPrairieWindFarm,Navitas Energy,Navitas Energy,Illinois,Illinois - Stephenson County,"Stephenson County, Illinois",84.5,45624,97,42.227,-89.4133,200,Canceled,1213,Yes,No,No,Canceled:11/1/2012,Proposed:7/7/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,337,1
Stephenson,WhistlingWindProject,EDP Renewables North America,EDP Renewables North America,Illinois,Illinois - Stephenson County,"Stephenson County, Illinois",84.5,45624,136,42.3486,-89.6444,130,Canceled,3056,Yes,No,No,Canceled:3/31/2011,Postponed:12/29/2009,Proposed:6/1/2008,Postponed:11/15/2005,Proposed:11/17/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,337,1
Stephenson,EcoGroveWindFarm,EcoGrove Wind,EcoGrove Wind,Illinois,Illinois - Stephenson County,"Stephenson County, Illinois",84.5,45624,55,42.4359,-89.8914,100.5,Canceled,2067,No,No,No,Canceled:3/1/2016,Operating:8/28/2009,Testing:3/1/2009,Under Const:6/1/2008,Permitted:11/30/2006,Proposed:12/31/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,2.2,1.3642254619787415,1.8611111111111107,Positive,337,0
Sterling,SterlingEnergyCenter,Invenergy Renewables,Invenergy Renewables,Texas,Texas - Sterling County,"Sterling County, Texas",1.2,50156,66,31.8218,-101.0446,500,Canceled,622,Yes,No,No,Canceled:5/17/2010,Proposed:9/2/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1,1
Sterling,ForestCreekWindFarm,Forest Creek Wind Farm,Forest Creek Wind Farm,Texas,Texas - Sterling County,"Sterling County, Texas",1.2,50156,18,32.0395,-101.2077,124.2,Operating,739,No,No,No,Operating:3/30/2007,Testing:12/1/2006,Under Const:4/20/2006,Proposed:3/21/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1,0
Stevens,ConestogaWindProject,Conestoga Winds,Conestoga Winds,Kansas,Kansas - Stevens County,"Stevens County, Kansas",7.9,54333,60,37.2135,-101.2747,198,Canceled,2419,Yes,No,No,Canceled:8/22/2011,Proposed:12/17/2008,Postponed:12/31/2007,Proposed:12/12/2006,Postponed:10/17/2005,Proposed:1/6/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,477,1
Stevens,ChokioWindFarm,Navitas Energy,Navitas Energy,Minnesota,Minnesota - Stevens County,"Stevens County, Minnesota",17.3,55941,20,45.5835,-96.1634,100,Canceled,1134,Yes,No,No,Canceled:6/15/2012,Postponed:6/10/2011,Proposed:5/8/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,477,1
Stillwater,StillwaterWind,Pattern Operators,Stillwater Wind,Montana,Montana - Stillwater County,"Stillwater County, Montana",5.1,59603,0,45.42,-109.233,79.75,Under Const,415,No,Yes,No,Under Const:3/14/2018,Proposed:9/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,68,0
Stillwater,GrizzlyWind,Building Energy Holding US,Building Energy Holding US,Montana,Montana - Stillwater County,"Stillwater County, Montana",5.1,59603,2,45.814,-109.317,79.2,Proposed,192,No,Yes,No,Proposed:4/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,68,0
Stillwater,LonetreeWind(MT),Lonetree Wind Farm,Lonetree Wind Farm,Montana,Montana - Stillwater County,"Stillwater County, Montana",5.1,59603,0,45.818,-109.295,78.2,Canceled,1556,Yes,No,No,Canceled:12/23/2015,Proposed:9/19/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,68,1
Stillwater,BlackBearWind,Building Energy Holding US,Building Energy Holding US,Montana,Montana - Stillwater County,"Stillwater County, Montana",5.1,59603,0,45.806,-109.24,79.2,Proposed,192,No,Yes,No,Proposed:4/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,68,0
Stillwater,MountainViewWindProject(MT),Mountain View Wind Project,Mountain View Wind Project,Montana,Montana - Stillwater County,"Stillwater County, Montana",5.1,59603,0,45.831,-109.271,9.6,Canceled,885,Yes,No,No,Canceled:9/30/2013,Postponed:6/28/2013,Proposed:4/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,68,1
Stillwater,WKNVivaldi,Pattern Energy Group,Pattern Energy Group,Montana,Montana - Stillwater County,"Stillwater County, Montana",5.1,59603,0,45.858,-109.494,78,Proposed,3375,No,Yes,No,Proposed:8/5/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,68,0
Stonewall,ComancheRidgeProject,Baryonyx,Baryonyx,Texas,Texas - Stonewall County,"Stonewall County, Texas",1.6,47969,30,33.1596,-100.2686,25,Canceled,1518,Yes,No,No,Canceled:8/1/2016,Postponed:9/30/2014,Proposed:6/5/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1,1
Story,HuxleyWind(Optimum),Availon Wind Services,Michelangelo Wind 1,Iowa,Iowa - Story County,"Story County, Iowa",156.3,51201,28,41,-93,3,Canceled,1222,No,No,No,Canceled:4/24/2018,Operating:3/31/2017,Operating:2/28/2017,Operating:12/31/2016,Under Const:6/24/2016,Permitted:11/8/2013,Proposed:8/27/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,957,0
Story,HuxleyWind,Availon Wind Services,Building Energy Spa,Iowa,Iowa - Story County,"Story County, Iowa",156.3,51201,101,41.879,-93.629,7.316,Canceled,56,Yes,No,No,Canceled:3/14/2013,Proposed:1/17/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,957,1
Story,HuxleyWindII,Availon Wind Services,Building Energy Spa,Iowa,Iowa - Story County,"Story County, Iowa",156.3,51201,103,41.914,-93.629,7.316,Canceled,56,Yes,No,No,Canceled:3/14/2013,Proposed:1/17/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,957,1
Story,StoryCountyWindFarm,Story Wind,Story Wind,Iowa,Iowa - Story County,"Story County, Iowa",156.3,51201,61,42.0982,-93.2761,150,Operating,455,No,No,No,Operating:12/31/2009,Testing:12/15/2009,Under Const:8/11/2009,Proposed:5/11/2009,Operating:11/25/2008,Testing:11/3/2008,Under Const:3/20/2008,Site Prep:11/1/2007,Permitted:9/28/2007,Proposed:8/28/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0.1111111111111111,1.6832508230603465,2.8333333333333335,Positive,957,0
Story,OptimumWind,Availon Wind Services,Optimum Wind 5,Iowa,Iowa - Story County,"Story County, Iowa",156.3,51201,134,42,-93,3,Operating,1277,No,No,No,Operating:2/28/2017,Operating:2/27/2017,Operating:2/26/2017,Operating:2/25/2017,Operating:2/24/2017,Under Const:1/30/2014,App Pending:11/4/2013,App Pending:10/7/2013,Proposed:8/27/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,957,0
Story,SouthAmesWind,Availon Wind Services,Building Energy Spa,Iowa,Iowa - Story County,"Story County, Iowa",156.3,51201,129,41.974,-93.697,7.316,Canceled,55,Yes,No,No,Canceled:3/14/2013,Proposed:1/18/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,957,1
